"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","Q3A2"
"VT","【Q3】 TOMA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Watercome",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"PV",,0.0666666666666667,0.0,0.0,0.22271714922049,0.0,0.0,0.14903129657228,0.214132762312634,0.0,0.0,0.0,0.0,0.0980392156862745,0.174216027874564,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Revlon",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"PV",,0.0666666666666667,0.0,0.196463654223969,0.0,0.0,0.0,0.0,0.0,0.120627261761158,0.0,0.0,0.0,0.0980392156862745,0.174216027874564,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Hanajirushi",3.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
"PV",,0.2,0.36231884057971,0.392927308447937,0.0,0.0,0.490196078431373,0.447093889716841,0.428265524625268,0.0,0.0,0.0,0.0,0.294117647058824,0.348432055749129,0.224215246636771,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","sum37°",6.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,6.0,5.0,1.0,2.0
"PV",,0.4,0.0,0.982318271119843,0.22271714922049,0.0,0.0,0.29806259314456,0.428265524625268,0.482509047044632,0.0,0.0,0.0,0.588235294117647,0.871080139372822,0.224215246636771,0.589970501474926
"MK",," "," ",ad," "," "," "," "," ",a," "," "," ",abc,abc," "," "
"RW","zuzu",3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
"PV",,0.2,0.36231884057971,0.196463654223969,0.22271714922049,0.0,0.0,0.0,0.0,0.361881785283474,0.208333333333333,0.0,0.319488817891374,0.196078431372549,0.348432055749129,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Doctor Li",19.0,4.0,5.0,4.0,6.0,4.0,8.0,4.0,11.0,5.0,1.0,4.0,14.0,7.0,7.0,5.0
"PV",,1.26666666666667,1.44927536231884,0.982318271119843,0.89086859688196,2.25563909774436,1.96078431372549,1.19225037257824,0.856531049250535,1.32689987937274,1.04166666666667,0.598802395209581,1.2779552715655,1.37254901960784,1.21951219512195,1.5695067264574,1.47492625368732
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ponds",25.0,1.0,5.0,7.0,12.0,4.0,14.0,10.0,11.0,9.0,3.0,6.0,16.0,11.0,5.0,2.0
"PV",,1.66666666666667,0.36231884057971,0.982318271119843,1.55902004454343,4.51127819548872,1.96078431372549,2.08643815201192,2.14132762312634,1.32689987937274,1.875,1.79640718562874,1.91693290734824,1.56862745098039,1.91637630662021,1.12107623318386,0.589970501474926
"MK",," "," "," "," ",abc," "," "," "," "," "," "," "," "," "," "," "
"RW","Mom face",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294985250737463
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Syrinx",4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
"PV",,0.266666666666667,0.36231884057971,0.392927308447937,0.22271714922049,0.0,0.0,0.0,0.0,0.482509047044632,0.416666666666667,0.598802395209581,0.319488817891374,0.196078431372549,0.174216027874564,0.224215246636771,0.294985250737463
"MK",," "," "," "," "," "," "," "," ",abc," "," "," "," "," "," "," "
"RW","Artistry",15.0,2.0,6.0,3.0,4.0,2.0,6.0,4.0,9.0,0.0,0.0,0.0,15.0,8.0,7.0,2.0
"PV",,1.0,0.72463768115942,1.17878192534381,0.66815144766147,1.50375939849624,0.980392156862745,0.894187779433681,0.856531049250535,1.08564535585042,0.0,0.0,0.0,1.47058823529412,1.39372822299652,1.5695067264574,0.589970501474926
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",abc,abc,abc," "
"RW","Others",455.0,94.0,152.0,130.0,79.0,54.0,207.0,153.0,248.0,124.0,38.0,86.0,331.0,157.0,174.0,87.0
"PV",,30.3333333333333,34.0579710144928,29.8624754420432,28.9532293986637,29.6992481203008,26.4705882352941,30.849478390462,32.762312633833,29.9155609167672,25.8333333333333,22.7544910179641,27.4760383386581,32.4509803921569,27.3519163763066,39.0134529147982,25.6637168141593
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",abe," ",abcde," "
"RW","Summary",4878.0,953.0,1740.0,1433.0,752.0,651.0,2228.0,1577.0,2650.0,1562.0,549.0,1013.0,3316.0,1843.0,1473.0,1147.0
"PV",,325.2,345.289855072464,341.846758349705,319.153674832962,282.706766917293,319.117647058824,332.04172876304,337.687366167024,319.662243667069,325.416666666667,328.74251497006,323.642172523962,325.098039215686,321.080139372822,330.269058295964,338.34808259587
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q5A2"
"VT","【Q5】 ABA"
"HT","Header B"
"BT","b1.Base-Total Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,339.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Aupres",806.0,117.0,280.0,254.0,155.0,104.0,371.0,267.0,435.0,245.0,84.0,161.0,561.0,318.0,243.0,181.0
"PV",,53.7333333333333,42.3913043478261,55.0098231827112,56.5701559020045,58.2706766917293,50.9803921568627,55.2906110283159,57.1734475374732,52.4728588661037,51.0416666666667,50.2994011976048,51.4376996805112,55.0,55.4006968641115,54.4843049327354,53.3923303834808
"MK",," "," ",a,a,a," "," "," "," "," "," "," "," "," "," "," "
"RW","Herborist",750.0,144.0,277.0,209.0,120.0,97.0,368.0,271.0,382.0,224.0,75.0,149.0,526.0,291.0,235.0,161.0
"PV",,50.0,52.1739130434783,54.4204322200393,46.5478841870824,45.1127819548872,47.5490196078431,54.8435171385991,58.0299785867238,46.0796139927624,46.6666666666667,44.9101796407186,47.6038338658147,51.5686274509804,50.6968641114983,52.6905829596413,47.4926253687316
"MK",," "," ",cd," "," "," ",d,ad," "," "," "," "," "," "," "," "
"RW","Chcedo",1126.0,215.0,413.0,320.0,178.0,146.0,513.0,367.0,613.0,342.0,116.0,226.0,784.0,429.0,355.0,267.0
"PV",,75.0666666666667,77.8985507246377,81.139489194499,71.2694877505568,66.9172932330827,71.5686274509804,76.4530551415797,78.5867237687366,73.9445114595899,71.25,69.4610778443114,72.2044728434505,76.8627450980392,74.7386759581882,79.5964125560538,78.7610619469027
"MK",," ",cd,cd," "," "," "," "," "," "," "," "," ",a," ",abc," "
"RW","Clinique",388.0,76.0,130.0,104.0,78.0,67.0,213.0,146.0,175.0,137.0,42.0,95.0,251.0,153.0,98.0,78.0
"PV",,25.8666666666667,27.536231884058,25.5402750491159,23.162583518931,29.3233082706767,32.843137254902,31.7436661698957,31.2633832976445,21.1097708082027,28.5416666666667,25.1497005988024,30.3514376996805,24.6078431372549,26.6550522648084,21.9730941704036,23.0088495575221
"MK",," "," "," "," "," ",d,d,d," ",f," ",df," "," "," "," "
"RW","Dabao",1152.0,201.0,399.0,342.0,210.0,148.0,517.0,369.0,635.0,361.0,127.0,234.0,791.0,442.0,349.0,256.0
"PV",,76.8,72.8260869565217,78.3889980353635,76.1692650334076,78.9473684210526,72.5490196078431,77.0491803278689,79.0149892933619,76.5983112183353,75.2083333333333,76.0479041916168,74.7603833865815,77.5490196078431,77.0034843205575,78.2511210762332,75.5162241887906
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Estee Lauder",1027.0,192.0,355.0,301.0,179.0,150.0,488.0,338.0,539.0,316.0,110.0,206.0,711.0,395.0,316.0,216.0
"PV",,68.4666666666667,69.5652173913043,69.7445972495088,67.0378619153675,67.2932330827068,73.5294117647059,72.7272727272727,72.3768736616702,65.0180940892642,65.8333333333333,65.8682634730539,65.814696485623,69.7058823529412,68.815331010453,70.8520179372197,63.716814159292
"MK",," "," "," "," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Pechoin",1151.0,218.0,395.0,328.0,210.0,148.0,517.0,369.0,634.0,351.0,118.0,233.0,800.0,451.0,349.0,252.0
"PV",,76.7333333333333,78.9855072463768,77.6031434184676,73.0512249443207,78.9473684210526,72.5490196078431,77.0491803278689,79.0149892933619,76.4776839565742,73.125,70.6586826347305,74.4408945686901,78.4313725490196,78.5714285714286,78.2511210762332,74.3362831858407
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",ab,ab," "," "
"RW","Innisfree",363.0,152.0,118.0,57.0,36.0,59.0,189.0,130.0,174.0,120.0,41.0,79.0,243.0,149.0,94.0,73.0
"PV",,24.2,55.0724637681159,23.1827111984283,12.6948775055679,13.5338345864662,28.921568627451,28.166915052161,27.8372591006424,20.9891435464415,25.0,24.5508982035928,25.2396166134185,23.8235294117647,25.9581881533101,21.0762331838565,21.5339233038348
"MK",," ",bcd,cd," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Inoherb",981.0,186.0,352.0,284.0,159.0,128.0,460.0,332.0,521.0,291.0,106.0,185.0,690.0,381.0,309.0,223.0
"PV",,65.4,67.3913043478261,69.1552062868369,63.2516703786192,59.7744360902256,62.7450980392157,68.5543964232489,71.0920770877944,62.8468033775633,60.625,63.4730538922156,59.1054313099042,67.6470588235294,66.3763066202091,69.2825112107623,65.7817109144543
"MK",," "," ",d," "," "," ",d,ad," "," "," "," ",ac,c,ac," "
"RW","Kans",951.0,192.0,351.0,259.0,149.0,118.0,429.0,311.0,522.0,275.0,91.0,184.0,676.0,372.0,304.0,217.0
"PV",,63.4,69.5652173913043,68.958742632613,57.6837416481069,56.015037593985,57.843137254902,63.9344262295082,66.5952890792291,62.9674306393245,57.2916666666667,54.4910179640719,58.7859424920128,66.2745098039216,64.808362369338,68.1614349775785,64.0117994100295
"MK",," ",cd,cd," "," "," "," ",a," "," "," "," ",abc,ab,abc," "
"RW","Lancome",982.0,184.0,338.0,287.0,173.0,144.0,468.0,324.0,514.0,316.0,111.0,205.0,666.0,375.0,291.0,211.0
"PV",,65.4666666666667,66.6666666666667,66.4047151277014,63.9198218262806,65.0375939849624,70.5882352941177,69.7466467958271,69.3790149892934,62.0024125452352,65.8333333333333,66.4670658682635,65.4952076677316,65.2941176470588,65.3310104529617,65.2466367713004,62.2418879056047
"MK",," "," "," "," "," ",d,d,d," "," "," "," "," "," "," "," "
"RW","Loreal",1159.0,215.0,391.0,343.0,210.0,161.0,534.0,373.0,625.0,358.0,120.0,238.0,801.0,455.0,346.0,253.0
"PV",,77.2666666666667,77.8985507246377,76.8172888015717,76.3919821826281,78.9473684210526,78.921568627451,79.5827123695976,79.8715203426124,75.3920386007238,74.5833333333333,71.8562874251497,76.038338658147,78.5294117647059,79.2682926829268,77.5784753363229,74.6312684365782
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Olay",1114.0,192.0,358.0,353.0,211.0,163.0,515.0,352.0,599.0,348.0,124.0,224.0,766.0,430.0,336.0,225.0
"PV",,74.2666666666667,69.5652173913043,70.3339882121807,78.619153674833,79.3233082706767,79.9019607843137,76.7511177347243,75.3747323340471,72.2557297949337,72.5,74.251497005988,71.5654952076677,75.0980392156863,74.9128919860627,75.3363228699552,66.3716814159292
"MK",," "," "," ",ab,ab,d,d," "," "," "," "," "," "," "," "," "
"RW","SK-ll",600.0,138.0,196.0,162.0,104.0,110.0,330.0,220.0,270.0,218.0,78.0,140.0,382.0,229.0,153.0,144.0
"PV",,40.0,50.0,38.5068762278978,36.0801781737194,39.0977443609023,53.921568627451,49.1803278688525,47.1092077087794,32.5693606755127,45.4166666666667,46.7065868263473,44.7284345047923,37.4509803921569,39.8954703832753,34.304932735426,42.4778761061947
"MK",," ",bcd," "," "," ",d,d,d," ",df,df,df," "," "," "," "
"RW","Vichy",304.0,47.0,102.0,95.0,60.0,65.0,170.0,105.0,134.0,115.0,40.0,75.0,189.0,105.0,84.0,58.0
"PV",,20.2666666666667,17.0289855072464,20.0392927308448,21.1581291759465,22.5563909774436,31.8627450980392,25.3353204172876,22.4839400428266,16.1640530759952,23.9583333333333,23.9520958083832,23.961661341853,18.5294117647059,18.2926829268293,18.8340807174888,17.1091445427729
"MK",," "," "," "," "," ",cd,d,d," ",de," ",d," "," "," "," "
"RW","Others",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Summary",12862.0,2470.0,4459.0,3699.0,2234.0,1810.0,6086.0,4276.0,6776.0,4019.0,1384.0,2635.0,8843.0,4976.0,3867.0,2817.0
"PV",,857.466666666667,894.927536231884,876.031434184676,823.830734966592,839.84962406015,887.254901960784,907.004470938897,915.631691648822,817.370325693607,837.291666666667,828.74251497006,841.85303514377,866.960784313726,866.898954703833,867.040358744395,830.973451327434
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q5BAS2"
"VT","【Q5b】 P3M"
"HT","Header B"
"BT","b45.P3M base"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,339.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Aupres",113.0,17.0,29.0,37.0,30.0,13.0,50.0,37.0,63.0,44.0,12.0,32.0,69.0,49.0,20.0,27.0
"PV",,7.53333333333333,6.15942028985507,5.69744597249509,8.24053452115813,11.2781954887218,6.37254901960784,7.45156482861401,7.92291220556745,7.59951749095296,9.16666666666667,7.18562874251497,10.223642172524,6.76470588235294,8.53658536585366,4.48430493273543,7.9646017699115
"MK",," "," "," "," ",ab," "," "," "," ",f," ",f," ",f," "," "
"RW","Herborist",92.0,16.0,35.0,22.0,19.0,10.0,44.0,34.0,48.0,22.0,6.0,16.0,70.0,42.0,28.0,30.0
"PV",,6.13333333333333,5.79710144927536,6.8762278978389,4.89977728285078,7.14285714285714,4.90196078431373,6.55737704918033,7.28051391862955,5.79010856453559,4.58333333333333,3.59281437125748,5.11182108626198,6.86274509803922,7.31707317073171,6.2780269058296,8.84955752212389
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",b,b," "," "
"RW","Chcedo",347.0,76.0,143.0,90.0,38.0,46.0,137.0,91.0,210.0,118.0,40.0,78.0,229.0,130.0,99.0,101.0
"PV",,23.1333333333333,27.536231884058,28.0943025540275,20.0445434298441,14.2857142857143,22.5490196078431,20.4172876304024,19.4860813704497,25.3317249698432,24.5833333333333,23.9520958083832,24.9201277955272,22.4509803921569,22.6480836236934,22.1973094170404,29.7935103244838
"MK",," ",cd,cd,d," "," "," "," ",bc," "," "," "," "," "," "," "
"RW","Clinique",36.0,12.0,11.0,10.0,3.0,6.0,17.0,11.0,19.0,15.0,7.0,8.0,21.0,14.0,7.0,16.0
"PV",,2.4,4.34782608695652,2.16110019646365,2.2271714922049,1.12781954887218,2.94117647058824,2.53353204172876,2.35546038543897,2.291917973462,3.125,4.19161676646707,2.55591054313099,2.05882352941176,2.4390243902439,1.5695067264574,4.71976401179941
"MK",," ",d," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Dabao",480.0,77.0,151.0,149.0,103.0,63.0,195.0,132.0,285.0,134.0,46.0,88.0,346.0,187.0,159.0,91.0
"PV",,32.0,27.8985507246377,29.6660117878193,33.184855233853,38.7218045112782,30.8823529411765,29.0611028315946,28.2655246252677,34.37876960193,27.9166666666667,27.5449101796407,28.1150159744409,33.921568627451,32.5783972125436,35.6502242152466,26.8436578171091
"MK",," "," "," "," ",ab," "," "," ",bc," "," "," ",ac," ",abc," "
"RW","Estee Lauder",143.0,36.0,41.0,34.0,32.0,21.0,70.0,49.0,73.0,77.0,29.0,48.0,66.0,36.0,30.0,49.0
"PV",,9.53333333333333,13.0434782608696,8.05500982318271,7.57238307349666,12.0300751879699,10.2941176470588,10.4321907600596,10.4925053533191,8.80579010856454,16.0416666666667,17.3652694610778,15.3354632587859,6.47058823529412,6.27177700348432,6.72645739910314,14.4542772861357
"MK",," ",bc," "," "," "," "," "," "," ",def,def,def," "," "," "," "
"RW","Pechoin",460.0,71.0,138.0,150.0,101.0,41.0,184.0,143.0,276.0,136.0,46.0,90.0,324.0,188.0,136.0,91.0
"PV",,30.6666666666667,25.7246376811594,27.1119842829077,33.4075723830735,37.9699248120301,20.0980392156863,27.4217585692996,30.6209850107066,33.2931242460796,28.3333333333333,27.5449101796407,28.7539936102236,31.7647058823529,32.7526132404181,30.4932735426009,26.8436578171091
"MK",," "," "," ",ab,ab," ",a,a,ab," "," "," "," "," "," "," "
"RW","Innisfree",115.0,61.0,31.0,14.0,9.0,21.0,57.0,36.0,58.0,41.0,10.0,31.0,74.0,52.0,22.0,20.0
"PV",,7.66666666666667,22.1014492753623,6.09037328094303,3.11804008908686,3.38345864661654,10.2941176470588,8.49478390461997,7.70877944325482,6.99638118214717,8.54166666666667,5.98802395209581,9.90415335463259,7.25490196078431,9.05923344947735,4.93273542600897,5.89970501474926
"MK",," ",bcd,c," "," "," "," "," "," ",f," ",f," ",f," "," "
"RW","Inoherb",329.0,65.0,96.0,108.0,60.0,42.0,158.0,116.0,171.0,89.0,30.0,59.0,240.0,136.0,104.0,72.0
"PV",,21.9333333333333,23.5507246376812,18.860510805501,24.0534521158129,22.5563909774436,20.5882352941176,23.5469448584203,24.8394004282655,20.627261761158,18.5416666666667,17.9640718562874,18.8498402555911,23.5294117647059,23.6933797909408,23.3183856502242,21.2389380530973
"MK",," "," "," "," "," "," "," "," "," "," "," "," ",a,a," "," "
"RW","Kans",338.0,75.0,121.0,89.0,53.0,38.0,144.0,106.0,194.0,89.0,28.0,61.0,249.0,139.0,110.0,71.0
"PV",,22.5333333333333,27.1739130434783,23.7721021611002,19.8218262806236,19.9248120300752,18.6274509803922,21.4605067064083,22.6980728051392,23.4016887816647,18.5416666666667,16.7664670658683,19.4888178913738,24.4117647058824,24.2160278745645,24.6636771300448,20.9439528023599
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ab,ab,ab," "
"RW","Lancome",146.0,29.0,55.0,43.0,19.0,19.0,75.0,56.0,71.0,69.0,29.0,40.0,77.0,55.0,22.0,52.0
"PV",,9.73333333333333,10.5072463768116,10.8055009823183,9.57683741648107,7.14285714285714,9.31372549019608,11.177347242921,11.9914346895075,8.56453558504222,14.375,17.3652694610778,12.779552715655,7.54901960784314,9.58188153310105,4.93273542600897,15.3392330383481
"MK",," "," "," "," "," "," "," "," "," ",def,def,df,f,f," "," "
"RW","Loreal",311.0,39.0,95.0,116.0,61.0,44.0,158.0,114.0,153.0,125.0,41.0,84.0,186.0,109.0,77.0,87.0
"PV",,20.7333333333333,14.1304347826087,18.664047151277,25.8351893095768,22.9323308270677,21.5686274509804,23.5469448584203,24.4111349036403,18.4559710494572,26.0416666666667,24.5508982035928,26.8370607028754,18.2352941176471,18.9895470383275,17.2645739910314,25.6637168141593
"MK",," "," "," ",ab,a," ",d,d," ",def," ",def," "," "," "," "
"RW","Olay",307.0,32.0,84.0,117.0,74.0,54.0,134.0,80.0,173.0,119.0,41.0,78.0,188.0,123.0,65.0,69.0
"PV",,20.4666666666667,11.5942028985507,16.5029469548134,26.0579064587973,27.8195488721805,26.4705882352941,19.9701937406855,17.1306209850107,20.8685162846803,24.7916666666667,24.5508982035928,24.9201277955272,18.4313725490196,21.4285714285714,14.5739910313901,20.353982300885
"MK",," "," "," ",ab,ab,c," "," "," ",df,f,df," ",f," "," "
"RW","SK-ll",68.0,16.0,25.0,22.0,5.0,17.0,35.0,18.0,33.0,37.0,17.0,20.0,31.0,25.0,6.0,25.0
"PV",,4.53333333333333,5.79710144927536,4.91159135559921,4.89977728285078,1.8796992481203,8.33333333333333,5.21609538002981,3.85438972162741,3.98069963811821,7.70833333333333,10.1796407185629,6.38977635782748,3.03921568627451,4.35540069686411,1.34529147982063,7.37463126843658
"MK",," ",d,d,d," ",cd," "," "," ",def,def,df,f,f," "," "
"RW","Vichy",28.0,3.0,6.0,14.0,5.0,9.0,22.0,13.0,6.0,8.0,7.0,1.0,20.0,18.0,2.0,5.0
"PV",,1.86666666666667,1.08695652173913,1.17878192534381,3.11804008908686,1.8796992481203,4.41176470588235,3.27868852459016,2.78372591006424,0.723763570566948,1.66666666666667,4.19161676646707,0.319488817891374,1.96078431372549,3.13588850174216,0.448430493273543,1.47492625368732
"MK",," "," "," ",ab," ",d,d,d," ",c,cf," ",cf,cf," "," "
"RW","Others",103.0,27.0,39.0,24.0,13.0,9.0,43.0,34.0,60.0,19.0,8.0,11.0,84.0,37.0,47.0,9.0
"PV",,6.86666666666667,9.78260869565217,7.66208251473477,5.34521158129176,4.88721804511278,4.41176470588235,6.40834575260805,7.28051391862955,7.23763570566948,3.95833333333333,4.79041916167665,3.51437699680511,8.23529411764706,6.44599303135888,10.5381165919283,2.65486725663717
"MK",," ",cd," "," "," "," "," "," "," "," "," "," ",ac,c,abce," "
"RW","Summary",3416.0,652.0,1100.0,1039.0,625.0,453.0,1523.0,1070.0,1893.0,1142.0,397.0,745.0,2274.0,1340.0,934.0,815.0
"PV",,227.733333333333,236.231884057971,216.110019646365,231.403118040089,234.962406015038,222.058823529412,226.974664679583,229.122055674518,228.347406513872,237.916666666667,237.724550898204,238.019169329073,222.941176470588,233.449477351916,209.417040358744,240.412979351032
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","Q6AR2"
"VT","【Q6】Copy Awareness - Please select the copy you've seen recently"
"HT","Header B"
"BT","b44.M2"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,,,"25-34&China1+/1"
"CL",,"total","18-24 (a)","25-34 (b)","35-44 (c)","45-55 (d)","Top 4 City (a)","Top 4+A (b)","A City (c)","B City (d)","China1+/1 (a)","China1+ (b)","China1 (c)","China2&3 (d)","China2 (e)","China3 (f)","(a)"
"RT","总体",1500.0,276.0,509.0,449.0,266.0,204.0,671.0,467.0,829.0,480.0,167.0,313.0,1020.0,574.0,446.0,339.0
"RW","White15suniversal(HDCAM)2 -Base",579.0,113.0,190.0,176.0,100.0,89.0,266.0,177.0,313.0,201.0,73.0,128.0,378.0,215.0,163.0,137.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","White15suniversal(HDCAM)2",190.0,39.0,62.0,58.0,31.0,25.0,78.0,53.0,112.0,62.0,28.0,34.0,128.0,66.0,62.0,39.0
"PV",,32.8151986183074,34.5132743362832,32.6315789473684,32.9545454545455,31.0,28.0898876404494,29.3233082706767,29.9435028248588,35.7827476038339,30.8457711442786,38.3561643835616,26.5625,33.8624338624339,30.6976744186047,38.0368098159509,28.4671532846715
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "
"RW","OlayCLTmallrev5HD -Base",524.0,100.0,169.0,153.0,102.0,72.0,244.0,172.0,280.0,166.0,54.0,112.0,358.0,198.0,160.0,124.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","OlayCLTmallrev5HD",187.0,33.0,67.0,55.0,32.0,27.0,79.0,52.0,108.0,65.0,16.0,49.0,122.0,68.0,54.0,53.0
"PV",,35.6870229007634,33.0,39.6449704142012,35.9477124183007,31.3725490196078,37.5,32.3770491803279,30.2325581395349,38.5714285714286,39.1566265060241,29.6296296296296,43.75,34.0782122905028,34.3434343434343,33.75,42.741935483871
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206-Base",555.0,95.0,189.0,161.0,110.0,67.0,235.0,168.0,320.0,167.0,70.0,97.0,388.0,220.0,168.0,126.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Xiaohongpingjushuiguangjinghua20180206",251.0,39.0,92.0,76.0,44.0,24.0,98.0,74.0,153.0,75.0,33.0,42.0,176.0,101.0,75.0,69.0
"PV",,45.2252252252252,41.0526315789474,48.6772486772487,47.2049689440994,40.0,35.8208955223881,41.7021276595745,44.0476190476191,47.8125,44.9101796407186,47.1428571428571,43.298969072165,45.360824742268,45.9090909090909,44.6428571428571,54.7619047619048
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227-Base",588.0,113.0,204.0,187.0,84.0,72.0,255.0,183.0,333.0,183.0,62.0,121.0,405.0,225.0,180.0,129.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome xiaoheipinganpingjinghua180227",137.0,31.0,48.0,40.0,18.0,12.0,65.0,53.0,72.0,51.0,16.0,35.0,86.0,48.0,38.0,43.0
"PV",,23.2993197278912,27.4336283185841,23.5294117647059,21.3903743315508,21.4285714285714,16.6666666666667,25.4901960784314,28.9617486338798,21.6216216216216,27.8688524590164,25.8064516129032,28.9256198347107,21.2345679012346,21.3333333333333,21.1111111111111,33.3333333333333
"MK",," "," "," "," "," "," "," ",a," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130  -Base",574.0,98.0,198.0,191.0,87.0,79.0,268.0,189.0,306.0,184.0,60.0,124.0,390.0,222.0,168.0,127.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Lancome hufupin180130 ",84.0,18.0,36.0,20.0,10.0,18.0,50.0,32.0,34.0,36.0,12.0,24.0,48.0,31.0,17.0,30.0
"PV",,14.6341463414634,18.3673469387755,18.1818181818182,10.4712041884817,11.4942528735632,22.7848101265823,18.6567164179104,16.9312169312169,11.1111111111111,19.5652173913043,20.0,19.3548387096774,12.3076923076923,13.963963963964,10.1190476190476,23.6220472440945
"MK",," "," ",c," "," ",d,d," "," ",df," ",f," "," "," "," "
"RW","Sanshenghuahuaniangshui  -Base",564.0,97.0,186.0,174.0,107.0,76.0,253.0,177.0,311.0,181.0,63.0,118.0,383.0,220.0,163.0,132.0
